Age,Height,Weight,Veg_Consump,Water_Consump,Meal_Count,Phys_Act,Time_E_Dev,Body_Level,Gender_Female,Gender_Male,H_Cal_Consump_no,H_Cal_Consump_yes,Alcohol_Consump_Always,Alcohol_Consump_Frequently,Alcohol_Consump_Sometimes,Alcohol_Consump_no,Smoking_no,Smoking_yes,Food_Between_Meals_Always,Food_Between_Meals_Frequently,Food_Between_Meals_Sometimes,Food_Between_Meals_no,Fam_Hist_no,Fam_Hist_yes,H_Cal_Burn_no,H_Cal_Burn_yes,Transport_Automobile,Transport_Bike,Transport_Motorbike,Transport_Public_Transportation,Transport_Walking
22.176922,1.71746,51.491957,2.486189,1.064378,3.0,2.206055,1.958089,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
24.163526,1.64603,49.839685,3.0,2.7305,3.590039,0.107078,0.0,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
18.0,1.71889,52.058335,1.950742,1.751723,3.0,0.201136,1.743319,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
18.0,1.84,60.0,3.0,2.0,4.0,2.0,0.0,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
19.0,1.540375,42.006282,2.938031,1.333807,2.705445,1.877369,0.370973,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
21.084625,1.787264,58.585146,2.530233,2.387945,3.24934,1.976341,1.672508,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
17.0,1.79,57.0,2.0,2.0,4.0,2.0,1.0,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.125098,1.767479,56.265959,2.371338,2.263466,3.998766,2.0,0.844004,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.052833,1.546551,42.069992,3.0,2.318736,1.735493,1.193486,0.74568,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
16.30687,1.752755,50.0,2.310423,1.787843,3.558637,1.926592,0.828549,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.376426,1.722527,50.833029,3.0,1.569082,3.285167,0.545931,0.469735,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
18.094079,1.723328,50.0,1.052699,1.0,3.998618,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
21.310907,1.72064,50.0,2.919584,1.147121,3.697831,0.993058,0.08922,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.0,1.54,42.0,3.0,2.0,1.0,0.0,1.0,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
19.994543,1.537739,39.101805,1.118436,1.997744,3.0,2.432443,1.626194,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
19.091346,1.603923,45.0,3.0,1.28246,3.0,1.60195,0.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
20.242237,1.75633,54.567343,2.0,2.654078,3.98525,2.113151,2.0,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
21.708354,1.704167,50.165754,2.969205,2.765876,3.21043,0.611037,1.300692,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.833682,1.699464,49.676046,1.270448,1.876915,3.731212,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
19.639431,1.53535,42.0,3.0,1.49681,1.0,0.0,0.513427,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
22.717943,1.59559,44.581159,2.596579,1.490613,1.10548,0.345684,0.0,Body Level 1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
21.274628,1.737453,50.479039,3.0,1.326694,3.489918,0.791929,0.128394,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.210933,1.819557,58.325122,2.5596,2.0,4.0,2.0,0.331483,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
18.0,1.70165,50.157707,1.757466,1.153559,3.0,0.833976,1.616045,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
22.998709,1.740108,53.65727,2.241606,1.846626,3.0,2.460238,0.814518,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
20.400053,1.529724,40.343463,2.703436,1.439962,2.884479,0.144627,0.322307,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.478496,1.686936,51.256059,3.0,1.910378,3.179995,0.480614,0.625079,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
18.0,1.59,40.0,2.0,1.0,1.0,0.0,2.0,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
18.024853,1.7,50.0,1.0816,1.016968,3.520555,0.651412,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
18.281092,1.7,50.0,1.036414,1.745959,3.205587,0.115974,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.81119,1.71266,51.598593,3.0,1.253803,3.156153,0.544784,0.256382,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
22.033129,1.704223,51.437985,2.984425,2.044694,3.0,2.008256,1.250871,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.287999,1.555778,42.3601,2.318355,1.220365,1.082304,0.033328,0.0,Body Level 1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
21.491055,1.586952,43.087508,2.00876,1.792022,1.73762,0.119643,0.0,Body Level 1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
19.300435,1.739354,49.649613,3.0,1.692112,3.754599,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
18.216032,1.755507,52.0,3.0,2.0,3.0,0.658894,1.0,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
18.874591,1.533609,41.669346,2.762325,1.30491,1.163666,0.25289,1.001405,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
18.0,1.7,50.0,2.0,2.0,3.0,0.0,1.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
27.14823,1.660446,49.558304,2.004146,2.020764,3.443456,1.078719,1.26729,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,1.824414,59.295172,2.432302,2.0,3.0,2.349495,1.0,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
18.274358,1.824655,58.621349,2.14084,2.931438,4.0,2.0,1.164457,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
19.735968,1.699956,49.98297,1.204855,1.134658,3.531038,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
23.0,1.882779,64.106108,3.0,2.843777,3.0,1.488843,0.009254,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
20.406066,1.868931,63.199726,3.0,2.825629,3.699594,1.699592,0.071028,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
18.0,1.719827,52.289828,1.202075,1.927976,3.0,0.023574,1.747256,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
18.038422,1.698914,51.692272,2.824559,2.0,3.0,0.533309,1.099764,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
20.744839,1.667852,49.803921,2.977018,2.482933,3.193671,2.0,1.0,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.071027,1.756865,49.699672,1.69427,1.095417,3.266644,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
17.065445,1.647811,49.603807,3.0,1.438398,3.566082,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
18.766033,1.579561,41.890204,2.027574,1.636326,1.0,0.0,1.906141,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
18.006742,1.7,50.0,1.003566,1.014634,3.238258,0.783676,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
22.99368,1.741377,54.877111,3.0,2.009796,3.0,2.0,0.071317,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.029494,1.573987,44.316254,2.984004,1.015249,3.0,1.327833,0.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
18.871794,1.586895,41.452385,2.0,1.0,1.07976,0.194745,1.547086,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
18.53084,1.573816,39.850137,1.21498,1.179942,1.717608,0.684739,2.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
22.422674,1.70011,50.173425,2.674431,2.453384,3.0,1.321624,1.990617,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
16.198153,1.691007,52.629374,2.0,2.673835,2.000986,0.99295,0.474836,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
19.434709,1.525691,42.0,3.0,1.764055,1.0,0.0,0.560887,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
20.954955,1.759358,55.01045,2.971574,2.894678,3.592415,2.0,1.009632,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
20.225396,1.550648,44.641796,3.0,1.0,2.857787,0.754646,0.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
20.172661,1.605521,44.661461,3.0,1.0,2.893778,0.769726,0.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
22.209706,1.593847,44.050251,3.0,2.702783,2.99321,1.967234,0.0,Body Level 1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
18.164768,1.694265,52.0,3.0,2.0,3.0,0.819682,1.0,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.521754,1.757958,52.09432,2.21498,2.121251,2.64155,0.998391,0.85882,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
22.377998,1.699568,54.98774,3.0,2.0,3.0,0.139808,0.875464,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.671064,1.854706,59.20945,2.707666,2.026547,3.737914,2.009397,0.613971,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
17.080493,1.782756,56.029418,2.0,2.28525,4.0,2.0,1.162801,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
19.0,1.538398,42.0,2.71897,1.164644,1.473088,1.235675,0.930926,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
18.656912,1.574017,41.220175,1.649974,1.549974,1.513835,0.227802,1.972926,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
19.504696,1.590317,42.367615,2.959658,1.0,3.0,1.522399,0.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
18.0,1.767058,51.132809,2.708965,1.873004,3.0,1.21718,1.0,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
18.909439,1.732096,50.0,1.053534,1.0,3.378859,1.853425,0.861809,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.785351,1.675054,49.945233,2.929889,2.792074,3.0,0.630944,1.366355,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,1.8,50.0,3.0,1.0,4.0,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
16.834813,1.74402,50.0,2.19005,1.356405,3.420618,1.351996,0.98468,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
18.0,1.845399,60.0,3.0,2.0,4.0,2.0,0.0,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
18.827008,1.7,50.0,1.0,1.0,3.240578,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
17.402028,1.710756,50.0,2.015258,1.315608,3.300666,0.069802,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
21.997683,1.689441,51.107925,3.0,1.774576,3.715118,0.10297,0.646423,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.243142,1.598019,44.845655,3.0,2.444125,1.72626,1.31817,0.0,Body Level 1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
34.799519,1.689141,50.0,2.652779,1.60114,3.804944,0.174692,0.096982,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
22.329041,1.598393,44.918255,2.886157,2.306821,2.326233,1.42237,0.0,Body Level 1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
19.329542,1.767335,55.700497,2.0,2.157395,4.0,2.0,1.679149,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
18.0,1.70653,51.121749,2.0,2.0,3.0,0.0,1.329237,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
21.798856,1.672007,49.980968,2.979383,2.975887,3.0,0.945093,1.241755,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.0,1.7,50.0,1.0,1.0,4.0,2.0,1.0,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
17.362129,1.80671,59.243506,2.424977,2.0,4.0,2.0,0.03921,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
18.128249,1.699437,52.08657,2.853513,2.0,3.0,0.680464,1.258881,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
17.188754,1.771915,55.695036,2.0,2.884033,4.0,2.0,1.340107,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
18.0,1.716691,51.149283,1.813234,1.274815,3.0,0.520407,1.673584,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
19.483036,1.53777,42.0,3.0,1.387531,1.0,0.0,0.466169,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
19.633898,1.66084,49.039794,2.750715,2.0,3.0,1.067817,1.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
19.724106,1.734832,50.0,1.123939,1.0,4.0,1.303976,0.371941,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
18.426619,1.777108,57.145917,2.0,2.426465,3.092116,2.0,1.839862,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
17.377131,1.811238,58.83071,2.483979,2.0,3.762778,2.0,0.930051,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
21.0,1.52,42.0,3.0,1.0,1.0,0.0,0.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
19.314429,1.67231,49.713944,2.562409,1.67062,3.488342,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
17.888073,1.841879,60.0,3.0,2.0,3.732126,2.000934,0.384662,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
18.0,1.739344,50.951444,1.889883,1.959531,3.0,0.520407,1.151166,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
18.595614,1.609495,42.656563,2.896562,2.839558,2.625475,1.949667,1.253311,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
19.269079,1.58092,44.753943,3.0,1.246822,2.975362,0.979701,0.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
24.0,1.6,45.0,2.0,2.0,3.0,1.0,0.0,Body Level 1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
17.120699,1.809251,58.968994,2.524428,2.0,4.0,2.0,0.03838,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
19.376997,1.600264,45.0,3.0,2.949419,3.0,1.295697,0.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
16.0,1.84,45.0,3.0,3.0,3.0,3.0,2.0,Body Level 1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
22.637018,1.703584,51.607091,2.55996,1.990788,3.0,0.486006,1.561272,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.813083,1.712515,51.710723,2.8813,1.24818,3.087544,1.952427,0.427461,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.408999,1.670552,49.804245,2.794197,1.543021,3.409363,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
22.851834,1.854592,63.611109,3.0,2.650989,3.691226,1.228136,0.8324,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
19.950605,1.527133,42.0,2.725282,1.0,1.259803,1.37467,0.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
21.837996,1.588046,44.236067,3.0,2.550307,1.69608,1.098862,0.0,Body Level 1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
18.988581,1.544263,41.535047,2.68601,1.310074,1.0,0.0,1.0647,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
23.0,1.710129,50.079991,2.0,2.685842,3.0,0.373186,2.0,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
20.0,1.76,55.0,2.0,3.0,4.0,2.0,2.0,Body Level 1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
22.991668,1.740295,54.166453,3.0,2.025279,3.0,2.0,0.152985,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.084967,1.768435,49.597765,3.0,1.191401,3.725797,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
17.764764,1.78656,50.0,2.784464,1.0,4.0,2.0,1.0,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
23.0,1.835643,58.854416,3.0,2.027984,3.0,1.661556,0.114716,Body Level 1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
19.0,1.564199,42.096062,3.0,2.456581,1.894384,1.596576,0.9974,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
22.0,1.67,50.0,3.0,3.0,3.0,2.0,1.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
19.0,1.6,45.0,3.0,3.0,3.0,2.0,0.0,Body Level 1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
22.935612,1.732307,54.835576,3.0,2.00357,3.0,1.25955,0.417116,Body Level 1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
21.0,1.52,42.0,3.0,1.0,1.0,0.0,0.0,Body Level 1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
16.910997,1.74823,49.928447,2.494451,1.491268,3.56544,1.951027,0.956204,Body Level 1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
